FOOD NAME	EHR PATIENT COUNT FOR FOOD NAME	GPT-based ingredient list
Krumkake	0	Flour | Sugar | Butter | Eggs | Cream | Vanilla
Krupenik	0	Buckwheat groats|Eggs|Milk|Butter|Sugar|Salt|Sour cream
Krupnik	8	Chicken | Barley | Carrots | Parsnips | Celery | Onion | Garlic | Bay leaves | Allspice berries | Salt | Pepper
Krupuk kulit	0	Beef skin | Garlic | Shallots | Salt | Sugar | Cooking oil
Kuaitiao khua kai	0	Chicken | Rice noodles | Garlic | Eggs | Bean sprouts | Green onions | Soy sauce | Oyster sauce | Fish sauce | Sugar | White pepper | Chili flakes
Kuanfen noodles	0	Sweet potato starch | water
Kubaneh	0	Flour | Sugar | Salt | Yeast | Butter | Water
Kubbeh	0	Bulgur | Ground meat | Onion | Pine nuts | Spices
Kubdari	0	Flour | Beef | Onions | Salt | Red pepper flakes | Cumin | Coriander
Kube Cake	0	Ground beef|Bulgur wheat|Onion|Pine nuts|Spices
Kuchela	0	Green mangoes | Hot peppers | Garlic | Ginger | Cumin | Mustard seeds | Fenugreek seeds | Turmeric | Vinegar | Sugar | Salt
Kuchen	19	Flour | Sugar | Butter | Eggs | Milk | Yeast | Salt
Kuchmachi	0	Chicken liver | heart | gizzard | onion | garlic | vinegar | oil | salt | pepper | bay leaf
Kūčiukai	0	Flour | Yeast | Milk | Butter | Sugar | Salt
Kudzu powder	0	Kudzu powder
Kue	551	Rice flour | Coconut milk | Sugar | Pandan leaves
Kue ape	0	Rice flour | Coconut milk | Sugar | Salt | Pandan leaves
Kue asida	0	corn flour|sugar|butter|water|salt|raisins|coconut flakes
Kue bagea	0	Coconut milk | Rice flour | Sugar | Eggs | Salt | Pandan leaves
Kue bangkit	0	Tapioca flour | Coconut milk | Sugar | Egg yolks | Butter | Pandan leaves
Kue bingka	0	Coconut milk | Rice flour | Tapioca flour | Sugar | Eggs | Pandan leaves
Kue bolu	0	Flour|Sugar|Eggs|Butter|Baking powder
Kue bugis	0	Rice flour | Coconut milk | Pandan leaves | Salt | Sugar | Water
Kue cubit	0	Flour | Sugar | Eggs | Milk | Baking powder | Salt | Butter
Kue cucur	0	Rice flour | Coconut milk | Palm sugar | Pandan leaves | Salt
Kue gapit	0	Rice flour | Coconut milk | Sugar | Salt | Pandan leaves
Kue kembang goyang	0	Rice flour | Tapioca flour | Coconut milk | Sugar | Salt | Pandan leaves
Kue kochi	0	Glutinous rice flour | Palm sugar | Grated coconut | Banana leaves
Kue lapis	0	Rice flour | Coconut milk | Sugar | Pandan leaves | Food coloring
Kue leker	0	Flour | Sugar | Salt | Coconut milk | Water | Eggs | Butter | Vanilla essence
Kue lidah kucing	0	Flour | Butter | Sugar | Egg | Vanilla essence
Kue makmur	0	Flour|Butter|Powdered sugar|Ground almonds|Ground hazelnuts|Cinnamon|Cloves|Cardamom|Salt
Kue mangkok	0	Rice flour | Tapioca flour | Sugar | Coconut milk | Water | Pandan leaves
Kue pancong	0	Rice flour | Coconut milk | Palm sugar | Pandan leaves | Salt
Kue pinyaram	0	Rice flour | Coconut milk | Palm sugar | Pandan leaves | Salt
Kue pukis	0	All-purpose flour | Coconut milk | Sugar | Eggs | Baking powder | Salt | Butter
Kue putri salju	0	Rice flour | Cornstarch | Powdered sugar | Margarine | Cashew nuts
Kue putu	0	Rice flour | Palm sugar | Coconut shavings | Pandan leaves
Kue putu mayang	0	Rice flour | Coconut milk | Pandan leaves | Salt | Sugar | Water
Kue rangi	0	Rice flour | Coconut milk | Sugar | Pandan leaves | Salt
Kue satu	0	Rice flour|Egg yolks|Butter|Sugar|Vanilla essence
Kue semprit	0	Butter | Sugar | Egg yolks | Vanilla extract | All-purpose flour | Cornstarch
Kue semprong	0	Rice flour | Coconut milk | Sugar | Eggs | Salt | Pandan leaves
Kue talam	0	Rice flour|Tapioca flour|Coconut milk|Pandan leaves|Palm sugar|Water
Kugel	195	Egg noodles | Eggs | Sour cream | Cottage cheese | Sugar | Butter | Raisins | Cinnamon
Kugel Yerushalmi	0	Egg noodles | Sugar | Water | Oil | Black pepper | Salt
Kugelis	0	Potatoes | Bacon | Onions | Eggs | Milk | Salt | Pepper
Kuih	2	Rice flour | Coconut milk | Sugar | Pandan leaves
Kuih kosui	0	Rice flour | Palm sugar | Pandan leaves | Water | Coconut milk | Salt
Kuivaliha	0	Beef | Salt | Sugar | Black Pepper | Coriander
Kuksu	0	Wheat flour|Noodles|Beef broth|Zucchini|Potato|Carrot|Onion|Garlic|Soy sauce|Sesame oil|Green onion|Egg
Kuku	14	Eggs | Onion | Garlic | Turmeric | Salt | Black pepper | Vegetable oil
Kuku Sibzamini	0	Potatoes | Eggs | Onion | Turmeric | Salt | Black pepper | Vegetable oil
Kulajda	0	Potatoes | Dill | Vinegar | Sour cream | Eggs | Flour | Water | Salt | Pepper
Kulawo	0	Banana | Coconut | Sugar | Salt
Kulcha	0	All-purpose flour | Baking powder | Baking soda | Yogurt | Sugar | Salt | Water | Butter
Kulen	1	Pork | Paprika | Garlic | Salt | Black Pepper | Sugar | Sodium Nitrite
Kulfa gosht	0	Lamb | Cream | Yogurt | Onion | Ginger | Garlic | Green chilies | Garam masala | Turmeric | Coriander powder | Cumin powder | Salt | Oil
Kulfi	2	Milk | Sugar | Cardamom | Saffron | Pistachios | Almonds
Kuli-kuli	2	Groundnut | Ginger | Garlic | Salt | Ground pepper
Kulich	94	Flour | Sugar | Butter | Eggs | Milk | Yeast | Raisins | Almonds | Citrus Zest | Spices
Kūlolo	0	Taro | Coconut milk | Sugar | Salt
Kuluban	0	Chicken | Coconut milk | Lemongrass | Galangal | Kaffir lime leaves | Turmeric | Shallots | Garlic | Chili peppers | Tamarind | Salt
Kumis	0	Mare's milk | Lactic acid bacteria
Kumukunsi	0	Plantains | Palm oil | Onions | Tomatoes | Scotch bonnet peppers | Salt | Water
Kung chae nampla	0	Cucumber|shallots|chili peppers|garlic|coriander|mint|fish sauce|lime juice|sugar
Kung Pao chicken	71	Chicken | Peanuts | Dried red chilies | Sichuan peppercorns | Scallions | Garlic | Ginger | Soy sauce | Rice vinegar | Sugar | Cornstarch | Chicken broth
Kunga cake	0	Flour | Sugar | Eggs | Butter | Milk | Baking powder | Vanilla essence
Kuning	0	Turmeric | Lemongrass | Galangal | Garlic | Shallots | Chili peppers | Tamarind | Coconut milk | Kaffir lime leaves
Kurnik	37	Chicken | Eggs | Onions | Carrots | Rice | Mushrooms | Dill | Salt | Pepper | Butter | Pastry dough
Kuromitsu	0	Black sugar | Water | Soy sauce | Mirin
Kürtőskalács	0	Flour | Sugar | Butter | Milk | Eggs | Yeast | Salt
Kuru fasulye	0	White beans | Onion | Tomato paste | Olive oil | Water | Salt | Black pepper
Kuru köfte	0	Ground beef|Onion|Bread crumbs|Egg|Parsley|Salt|Black pepper|Cumin|Red pepper flakes
Kusa mochi	1	Rice flour | Sugar | Water | Kusa (winter melon)
Kushikatsu	0	Beef | Pork | Chicken | Seafood | Vegetables | Mushrooms | Cheese
Kushiyaki	1	Chicken | Beef | Pork | Seafood | Vegetables
Kusksu	0	Semolina | Tomato | Chickpeas | Onion | Garlic | Parsley | Olive oil | Salt | Pepper | Water
Kutach	1	Wheat flour | Water | Yogurt | Salt | Mustard oil | Asafoetida | Cumin seeds | Fenugreek seeds | Red chili powder
Kutia	1	Wheat berries|Poppy seeds|Honey|Nuts|Dried fruit
Kutluma	0	Flour | Water | Salt | Olive oil
Kutsinta	0	Rice flour | All-purpose flour | Brown sugar | Lye water | Annatto extract | Water
Kutti pi	0	Rice | Coconut | Jaggery | Cardamom | Ghee
Kuuma koira	0	Hot dog bun | Hot dog sausage | Ketchup | Mustard | Pickles | Onion | Cucumber | Tomato | Lettuce
Kuurdak	0	Lamb | Onions | Potatoes | Spices
Kuymak	0	Cornmeal | Butter | Cheese | Water | Salt
Kuyteav	0	Rice noodles | Beef or pork bones | Bean sprouts | Green onions | Cilantro | Lime | Fish sauce | Hoisin sauce | Chili sauce | Fried garlic
Kuzhambu	0	Tamarind | Toor dal | Vegetables | Sambar powder | Turmeric powder | Salt | Oil | Mustard seeds | Fenugreek seeds | Curry leaves | Red chillies | Asafoetida
Kuzi ayam	0	Chicken | Rice | Coconut milk | Spices
Kuzumochi	0	Kudzu starch | Sugar | Water
Kvæfjord cake	0	Butter | Sugar | Eggs | Almonds | Vanilla sugar | All-purpose flour | Baking powder | Milk
Kvass	6	Bread | Water | Sugar | Yeast
Kwati	0	Black gram beans|green gram beans|soybeans|field peas|cowpeas|kidney beans|chickpeas|rice|spices
Kway chap	0	Pork belly|Pig's intestines|Hard-boiled eggs|Bean curd skin|Fishcake|Tau pok
Kwetiau ayam	0	Kwetiau noodles | Chicken | Garlic | Shallots | Soy sauce | Oyster sauce | White pepper | Vegetables
Kwetiau goreng	0	Kwetiau noodles | Chicken | Shrimp | Eggs | Soy sauce | Vegetables | Garlic | Shallots | Chilies | Cooking oil
Kya zan hinga	0	Chicken | Rice | Onion | Garlic | Ginger | Turmeric | Chili powder | Fish sauce | Lemongrass | Cilantro | Lime
Kyay oh	0	Rice noodles | Pork | Fish sauce | Garlic | Ginger | Shallots | Green onions | Cilantro | Lime | Chili flakes
Kyiv cake	0	Butter | Sugar | Eggs | Flour | Walnuts | Vanilla | Cocoa powder | Milk | Baking powder | Sour cream | Powdered sugar
Kyopolou	0	Eggplant | Red bell peppers | Tomatoes | Garlic | Olive oil | Salt | Black pepper | Parsley
Kyselo	0	Water|Flour|Vinegar|Eggs|Dill|Potatoes|Sour cream|Salt|Sugar|Garlic|Bay leaf
La tiang	0	Pork | Shrimp | Squid | Fish balls | Fish cake | Chinese cabbage | Carrots | Snow peas | Quail eggs | Chicken liver | Chicken gizzard | Chicken heart | Pork liver | Pork kidney | Pork heart | Pork intestines | Pork blood | Pork ears | Pork snout | Pork tongue | Pork cheeks | Pork belly | Pork skin | Pork fat | Pork lungs | Pork brain | Pork tripe | Pork tail | Pork feet | Pork bones | Pork head | Pork jowls | Pork shoulder | Pork leg | Pork ribs | Pork loin | Pork tenderloin | Pork chops | Pork ham | Pork hocks | Pork knuckles | Pork shank | Pork trotters | Pork neck | Pork flank | Pork sirloin | Pork butt | Pork belly | Pork cracklings | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles | Pork cracklins | Pork crackling | Pork cracklin | Pork crackle | Pork crackles |
Laal maas	0	Lamb | Yogurt | Red chili powder | Garlic | Ginger | Cumin | Coriander | Turmeric | Ghee | Onions | Tomatoes | Salt
Laapsi	0	Wheat flour | Ghee | Jaggery | Water | Cardamom pods | Almonds | Raisins
Lab-e-Shireen	0	Milk|Sugar|Vermicelli|Rose water|Cardamom pods|Almonds|Pistachios|Saffron strands
Laba congee	0	Rice | Red beans | Millet | Barley | Mung beans | Sorghum | Buckwheat | Job's tears | Longan | Lotus seeds | Ginkgo nuts | Red dates | Dried tangerine peel
Lablabi	0	Chickpeas | Garlic | Olive oil | Harissa | Cumin | Salt | Bread
Lacabòn	0	Plantains | Salt | Oil | Water
Lacón	0	Pork shoulder | Salt | Water | Paprika | Garlic | Bay leaves
Laddu	3	Flour|Ghee|Sugar|Nuts|Cardamom
Lady Baltimore cake	0	Flour | Sugar | Butter | Eggs | Milk | Vanilla | Almonds | Raisins | Figs | Dates | Cherries | Pecans | Brandy
Lady Grey	5	Black tea | Bergamot | Lemon | Orange
Lady's navel	0	Chicken breast|Bacon|Cream cheese|Jalapeno peppers|Green onions
Ladyfinger	5	Flour|Sugar|Eggs|Vanilla|Baking powder
Laffa	1	Flour | Water | Yeast | Salt | Sugar
Lagana	15	Flour | Water | Yeast | Salt | Olive oil
Lagane e ceci	0	Lagane | Chickpeas | Olive oil | Onion | Garlic | Tomato paste | Salt | Pepper | Water | Parsley
Laghman	0	Noodles | Meat (usually lamb or beef) | Vegetables (such as bell peppers, onions, and tomatoes) | Spices | Oil
Lahang	0	Rice | Coconut milk | Lemongrass | Turmeric | Kaffir lime leaves | Salt
Lahmacun	0	Ground lamb|Onion|Tomato|Red bell pepper|Parsley|Garlic|Cumin|Paprika|Cayenne pepper|Salt|Black pepper|Olive oil|Lemon juice|Tomato paste
Lahoh	0	Flour | Water | Yeast | Sugar | Salt
Lahpet	0	Fermented tea leaves|Garlic|Peanuts|Sesame seeds|Sunflower seeds|Dried shrimp|Green chili|Lime juice|Fish sauce|Tomato|Cabbage
Lai fun	3	Rice noodles | Meat (usually pork or chicken) | Vegetables | Broth
Laing	12136	Taro leaves | Coconut milk | Dried fish | Chili peppers | Garlic | Shallots | Ginger | Shrimp paste
Lakerda	0	Bonito fish | salt | water | vinegar | olive oil | bay leaves | black peppercorns | allspice berries | cloves | cinnamon sticks
Lakhamari	0	Flour | Sugar | Ghee | Milk | Cardamom | Nutmeg | Cloves | Cinnamon | Almonds | Cashews | Raisins
Laklak	0	Rice flour | Coconut milk | Palm sugar | Pandan leaves | Salt
Lakror	0	Flour | Eggs | Feta cheese | Spinach | Olive oil | Salt | Pepper
Laksa	0	Coconut milk | Curry paste | Rice noodles | Chicken | Prawns | Bean sprouts | Hard-boiled eggs | Tofu
Laksamana mengamuk	0	Coconut milk | Lemongrass | Galangal | Turmeric | Shallots | Garlic | Dried chilies | Tamarind paste | Belacan | Salt | Sugar | Water | Rice flour | Fish fillets | Cucumber | Mint leaves | Torch ginger flower
Lakso	11	Rice noodles | Coconut milk | Fish sauce | Lime | Chili | Bean sprouts | Hard-boiled egg | Shrimp | Chicken | Fried shallots | Cilantro
Lalab	1	Cucumber|Tomato|Lettuce|Cabbage|Long beans|Spinach|Basil leaves|Shallots|Green chilies|Kaffir lime leaves
Lalanga	0	Flour | Sugar | Baking powder | Salt | Water | Oil
Lamaw	0	Lamb | Onion | Garlic | Ginger | Cumin | Coriander | Turmeric | Chili Powder | Salt | Oil
Lamban	0	Lamb | Onion | Garlic | Ginger | Tomato | Green chili | Turmeric | Cumin | Coriander | Garam masala | Salt | Oil
Lamian	0	Flour | Water
Lamington	5	Sponge cake|Chocolate icing|Desiccated coconut
Lamprais	0	Rice | Meat curry | Boiled egg | Fried eggplant | Blachan | Sambol | Plantain curry | Ash plantain curry | Fish curry
Lancashire hotpot	0	Lamb | Onion | Carrot | Potato | Stock
Landang	0	Pork | Shrimp | Squid | Fish sauce | Coconut milk | Chili peppers | Garlic | Onion | Ginger | Turmeric | Lemongrass | Kaffir lime leaves | Salt
Lane cake	0	Butter|sugar|eggs|flour|baking powder|vanilla extract|whiskey|pecans|raisins|coconut|cream
Lángos	0	Flour | Yeast | Salt | Water | Oil
Lanterne	0	Pasta | Olive oil | Garlic | Anchovies | Capers | Black olives | Red pepper flakes | Parsley | Lemon juice
Lanttusupikas	0	Turnip | Carrot | Onion | Potatoes | Water | Salt | Sugar | White pepper | Bay leaves | Heavy cream
Lanzhou beef noodles	0	Beef | Noodles | Green onions | Garlic | Ginger | Chili oil | Soy sauce | Vinegar | Salt | Sugar | Sichuan peppercorns | Star anise | Cinnamon | Bay leaves | Cardamom
Lao Gan Ma	0	Chili | Soybean | Peanut | Onion | Garlic
Laobing	0	Flour | Water | Salt | Oil
Lâpa	0	Cornmeal | Water | Salt
Laplap	0	Taro | Coconut milk | Banana | Sugar
Larb	32	Ground meat|lime juice|fish sauce|shallots|green onions|cilantro|mint|ground toasted rice|chili flakes
Lard na	0	Vegetable oil | Wide rice noodles | Chinese broccoli | Pork | Soy sauce | Oyster sauce | Sugar | White pepper | Cornstarch
Lardy cake	0	Lard | Sugar | Flour | Yeast | Water | Salt | Mixed spices | Raisins | Currants | Sultanas
Lasagna	10148	Lasagna noodles | Ground beef | Italian sausage | Onion | Garlic | Tomato sauce | Ricotta cheese | Mozzarella cheese | Parmesan cheese | Egg | Italian seasoning | Salt | Pepper
Läskisoosi	0	Tomato paste | Water | Sugar | Vinegar | Salt | Black pepper | Paprika | Onion | Garlic
Lassi	33	Yogurt | Water | Sugar | Ice (optional)
Latiao	0	Wheat flour | Water | Salt | Spices
Latik	2	Coconut milk | Sugar
Latiya	10	Milk|Sugar|Cornstarch|Butter|Vanilla extract|Graham crackers|Cinnamon
Latke	27	Potatoes | Onion | Eggs | Flour | Salt | Pepper
Latte	3654	Espresso | Steamed Milk
Lattice	15015	Flour | Butter | Water | Salt
Laufabrauð	0	Flour | Water | Salt | Oil
Lauya	0	Pork | Ginger | Onion | Garlic | Fish sauce | Water | Salt
Lavariya	0	Coconut | Jaggery | Rice flour | Cardamom | Salt | Turmeric | Coconut milk
Lawar	1	Pork | Coconut | Green beans | Long beans | Spinach | Grated coconut | Lime leaves | Chili | Garlic | Shallots | Shrimp paste
Lay's Wow chips	0	Potatoes | Vegetable Oil (Sunflower, Corn, and/or Canola Oil) | Salt
Layer cake	54	Flour | Sugar | Butter | Eggs | Milk | Baking powder | Vanilla extract
Layered rye bread	0	Rye flour | Water | Salt | Yeast | Caraway seeds | Molasses | Cocoa powder | Instant coffee | Vinegar | Cornstarch | Vegetable oil | Egg | Water
Lazarakia	0	Flour | Sugar | Cinnamon | Cloves | Baking powder | Orange zest | Olive oil | Red wine
Laziji	0	Chicken | Sichuan peppercorns | Dried red chilies | Ginger | Garlic | Green onions
Lebanon bologna	1	Beef | Salt | Sugar | Spices | Sodium Nitrite
Leben	12	Milk | Yogurt culture
Leberkäse	0	Ground pork | Ground beef | Bacon | Onions | Salt | Pepper | Nutmeg | Water | Ice cubes
Leberknödel	0	Liver, bread crumbs, onions, eggs, parsley, salt, pepper
Lebkuchen	3	Flour | Honey | Sugar | Almonds | Candied citrus peel | Lebkuchengewürz (gingerbread spice mix) | Baking powder
Leblebi	1	Chickpeas | Olive oil | Garlic | Cumin | Paprika | Salt | Water
Lechazo	0	Lechazo | Olive oil | Garlic | White wine | Salt | Pepper
Leche asada	0	Eggs | Sugar | Milk | Vanilla | Cinnamon
Leche frita	0	Milk | Sugar | Cornstarch | Cinnamon | Lemon zest | Egg | Flour | Oil
Lechon kawali	0	Pork belly | Water | Salt | Peppercorns | Bay leaves | Garlic | Soy sauce | Vinegar | Oil
Lechon manok	0	Whole chicken | Lemongrass | Garlic | Onion | Soy sauce | Vinegar | Sugar | Salt | Pepper
Lecsó	0	Bell peppers | Tomatoes | Onions | Hungarian wax peppers | Paprika | Salt | Oil
Leek soup	94	Leeks | Potatoes | Chicken or vegetable broth | Heavy cream | Butter | Salt | Pepper
Lefse	2	Potatoes | Flour | Butter | Sugar | Salt
Leipziger Lerche	0	Shortcrust pastry dough | Ground almonds | Sugar | Cinnamon | Lemon zest | Marzipan
Le̍k-tāu-phòng	0	Pork belly|garlic|soy sauce|rock sugar|star anise|cinnamon stick|bay leaves|dark soy sauce|light soy sauce|water
Lekach	5	Honey | Sugar | Eggs | Flour | Baking powder | Cinnamon | Cloves | Allspice | Nutmeg | Raisins | Walnuts
Lekor	0	Fish | Tapioca flour | Salt | Sugar | White pepper | Water
Lemang	4	Glutinous rice | Coconut milk | Salt | Pandan leaves
Lemon bar	126	Butter | Sugar | Flour | Eggs | Lemon juice | Lemon zest | Powdered sugar
Lemon chicken	262	Chicken breast | Lemon | Garlic | Olive oil | Salt | Pepper | Herbs (such as thyme or rosemary)
Lemon delicious pudding	0	Butter | Sugar | Lemon juice | Lemon zest | Eggs | Flour | Milk
Lemon drop	4534	Sugar | Corn syrup | Citric acid | Natural flavors | Yellow food coloring
Lemon duck	0	Duck | Lemon | Garlic | Olive oil | Salt | Pepper | Thyme
Lemon ice box pie	0	Lemon juice|Sweetened condensed milk|Egg yolks|Graham cracker crust
Lemon meringue pie	84	Lemon juice|Sugar|Egg yolks|Butter|Cornstarch|Salt|Egg whites|Cream of tartar|Sugar
Lemon pepper wings	3	Chicken wings | Lemon juice | Black pepper | Salt | Garlic powder | Onion powder | Paprika | Olive oil
Lemon tart	27	Butter | Sugar | Eggs | Lemon juice | Lemon zest | Flour | Salt | Cream
Lemonhead	50	Sugar | Corn Syrup | Citric Acid | Lemon Juice | Acacia Gum | Confectioner's Glaze | Natural Flavor | Carnauba Wax
Lemper	1	Glutinous rice | Coconut milk | Chicken | Lemongrass | Kaffir lime leaves | Garlic | Shallots | Coriander | Turmeric | Salt
Lengua de gato	0	Butter | Sugar | Egg whites | Flour | Vanilla extract
Lengua estofado	0	Beef tongue | Onions | Garlic | Bell peppers | Tomato sauce | Beef broth | Vinegar | Soy sauce | Bay leaves | Peppercorns | Potatoes | Carrots | Green peas
Lentil rice	82	Lentils | Rice | Onion | Garlic | Spices | Herbs | Vegetables
Lentil soup	3654	Lentils | Onion | Carrots | Celery | Garlic | Vegetable broth | Tomatoes | Bay leaves | Cumin | Paprika | Salt | Pepper
Lepet	0	Glutinous rice|Shredded coconut|Palm sugar|Salt|Pandan leaves
Lepsi	1	Lamb | Rice | Onion | Garlic | Cumin | Paprika | Cinnamon | Salt | Pepper | Olive oil
Lettuce sandwich	170	Lettuce | Bread | Mayonnaise | Tomato | Cheese | Avocado | Bacon | Turkey | Mustard
Levengi	0	Lamb | Rice | Onion | Dried fruits | Nuts | Spices
Lia	15301	Chicken | Rice | Onion | Garlic | Ginger | Cinnamon | Cardamom | Cloves | Nutmeg | Black pepper | Salt | Olive oil | Almonds | Raisins | Sugar | Water
Libje lebje basta	0	Lamb | Onion | Garlic | Tomato paste | Paprika | Salt | Black pepper | Water | Olive oil
Licitar	1	Flour | Sugar | Eggs | Honey | Water | Food coloring
Lidah	0	Beef tongue | Garlic | Shallots | Ginger | Lemongrass | Kaffir lime leaves | Galangal | Turmeric | Coriander seeds | Cumin seeds | Candlenuts | Salt | Sugar | Tamarind paste | Coconut milk
Liège waffle	0	Flour | Butter | Sugar | Eggs | Pearl sugar | Yeast
Light Soup	200	Meat (usually chicken or fish) | Tomatoes | Onions | Ginger | Garlic | Scotch bonnet peppers | Seasoning cubes | Salt | Water | Vegetables (optional)
Lighvan cheese	0	Milk | Salt | Rennet
Lihapiirakka	0	Ground beef | Onion | Salt | Black pepper | Allspice | Butter | Milk | Flour | Baking powder | Egg
Limoncello	16	Lemons|Vodka|Sugar|Water
Limpa	1	Rye flour | Whole wheat flour | Molasses | Buttermilk | Orange zest | Anise seed | Fennel seed | Caraway seed | Salt | Yeast
Linagpang	0	Chicken | Ginger | Lemongrass | Chili peppers | Salt | Water
Linarang	0	Fish | Coconut milk | Ginger | Lemongrass | Chili peppers | Eggplant | Tomatoes | Onions | Garlic | Fish sauce | Salt
Linat-an	0	Pork | Ginger | Lemongrass | Chayote | Water Spinach | Long Green Peppers | Salt
Lincoln biscuit	0	Flour | Sugar | Butter | Baking powder | Milk
Lincolnshire sausage	0	Pork | Bread Rusk | Salt | Pepper | Sage | Thyme | Nutmeg | Ginger | Coriander | Mace | Cayenne Pepper | Water
Linga	20	Flour|Sugar|Butter|Eggs|Vanilla Extract|Baking Powder
Lingonberry jam	1	Lingonberries | Sugar | Water
Linguine	196	Durum wheat semolina | Water
Linsen mit Spätzle	0	Lentils | Spätzle | Onions | Carrots | Celery | Leek | Bay leaf | Thyme | Vegetable broth
Linzer torte	0	Butter | Sugar | Ground almonds | Egg yolks | Lemon zest | Cinnamon | Cloves | All-purpose flour | Raspberry jam
Lipie	10	Flour|Water|Yeast|Salt
Liptauer	0	Cream cheese | Butter | Sweet paprika | Caraway seeds | Capers | Anchovy paste | Dijon mustard | Onion | Garlic | Lemon juice | Salt | Pepper
Liquorice	259	Molasses | Wheat flour | Sugar | Corn syrup | Water | Liquorice extract | Anise oil | Ammonium chloride
Liquorice allsorts	0	Sugar | Molasses | Wheat Flour | Glucose Syrup | Desiccated Coconut | Gelatine | Cornflour | Palm Oil | Beef Gelatine | Natural Colors | Flavourings | Citric Acid | Fat-Reduced Cocoa Powder | Liquorice Extract | Fruit and Vegetable Concentrates | Spirulina Concentrate | Glazing Agents | Beeswax | Carnauba Wax
List of almond dishes	0	Almonds | Sugar | Water | Rose water | Saffron | Cardamom pods | Milk
