Wikipedia food name	milk	eggs	fish	shellfish	tree nuts	peanuts	wheat	soy
Kue bugis	0	0	0	0	0	0	1	0
Kue cubit	1	1	0	0	0	0	1	0
Kue cucur	0	0	0	0	0	0	1	0
Kue gapit	0	0	0	0	0	0	1	0
Kue kembang goyang	0	0	0	0	0	0	0	0
Kue kochi	0	0	0	0	0	0	1	0
Kue lapis	1	0	0	0	0	0	1	0
Kue leker	0	1	0	0	0	0	1	0
Kue lidah kucing	0	1	0	0	0	0	1	0
Kue makmur	0	0	0	0	1	0	1	0
Kue mangkok	0	0	0	0	0	0	1	0
Kue pancong	0	0	0	0	0	0	1	0
Kue pinyaram	0	0	0	0	0	0	1	0
Kue pukis	1	1	0	0	0	0	1	0
Kue putri salju	0	0	0	0	1	0	0	0
Kue putu	0	0	0	0	0	0	1	0
Kue putu mayang	0	0	0	0	0	0	1	0
Kue rangi	0	0	0	0	0	0	1	0
Kue satu	0	1	0	0	0	0	0	0
Kue semprit	0	1	0	0	0	0	1	0
Kue semprong	0	1	0	0	0	0	1	0
Kue talam	1	0	0	0	0	0	0	0
Kugel	1	1	0	0	0	0	1	0
Kugel Yerushalmi	0	1	0	0	0	0	1	0
Kugelis	1	1	0	0	0	0	0	0
Kuih	0	0	0	0	0	0	1	0
Kuih kosui	0	0	0	0	0	0	1	0
Kuivaliha	0	0	0	0	0	0	0	0
Kuksu	0	1	0	0	0	0	1	1
Kuku	0	1	0	0	0	0	0	0
Kuku Sibzamini	0	1	0	0	0	0	0	0
Kulajda	1	1	0	0	0	0	1	0
Kulawo	0	0	0	0	0	0	0	0
Kulcha	1	0	0	0	0	0	1	0
Kulen	0	0	0	0	0	0	0	0
Kulfa gosht	1	0	0	0	0	0	0	0
Kulfi	1	0	0	0	1	0	0	0
Kuli-kuli	0	0	0	0	0	1	0	0
Kulich	1	1	0	0	1	0	1	0
Kūlolo	0	0	0	0	0	0	0	0
Kuluban	0	0	0	0	0	0	0	0
Kumis	1	0	0	0	0	0	0	0
Kumukunsi	0	0	0	0	0	0	0	0
Kung chae nampla	0	0	1	0	0	0	0	0
Kung Pao chicken	0	0	0	0	0	1	0	1
Kunga cake	1	1	0	0	0	0	1	0
Kuning	0	0	0	0	0	0	0	0
Kurnik	0	1	0	0	0	0	1	0
Kuromitsu	0	0	0	0	0	0	0	1
Kürtőskalács	1	1	0	0	0	0	1	0
Kuru fasulye	0	0	0	0	0	0	0	0
Kuru köfte	0	1	0	0	0	0	1	0
Kusa mochi	0	0	0	0	0	0	1	0
Kushikatsu	0	0	1	1	0	0	1	0
Kushiyaki	0	0	1	1	0	0	1	0
Kusksu	0	0	0	0	0	0	1	0
Kutach	1	0	0	0	0	0	1	0
Kutia	0	0	0	0	1	0	1	0
Kutluma	0	0	0	0	0	0	1	0
Kutsinta	0	0	0	0	0	0	1	0
Kutti pi	0	0	0	0	0	0	0	0
Kuuma koira	0	0	0	0	0	0	1	0
Kuurdak	0	0	0	0	0	0	0	0
Kuymak	1	0	0	0	0	0	0	0
Kuyteav	0	0	1	0	0	0	0	0
Kuzhambu	0	0	0	0	0	0	0	0
Kuzi ayam	0	0	0	0	0	0	0	0
Kuzumochi	0	0	0	0	0	0	1	0
Kvæfjord cake	1	1	0	0	1	0	1	0
Kvass	0	0	0	0	0	0	1	0
Kwati	0	0	0	0	0	0	0	1
Kway chap	0	1	1	0	0	0	1	0
Kwetiau ayam	0	0	0	0	0	0	1	1
Kwetiau goreng	0	1	1	1	0	0	1	1
Kya zan hinga	0	0	1	0	0	0	0	0
Kyay oh	0	0	1	0	0	0	0	0
Kyiv cake	1	1	0	0	1	0	1	0
Kyopolou	0	0	0	0	0	0	0	0
Kyselo	0	1	0	0	0	0	1	0
La tiang	0	1	1	1	0	0	0	0
Laal maas	1	0	0	0	0	0	0	0
Laapsi	0	0	0	0	1	0	1	0
Lab-e-Shireen	1	0	0	0	1	0	0	0
Laba congee	0	0	0	0	0	0	0	0
Lablabi	0	0	0	0	0	0	1	0
Lacabòn	0	0	0	0	0	0	0	0
Lacón	0	0	0	0	0	0	0	0
Laddu	0	0	0	0	1	0	1	0
Lady Baltimore cake	1	1	0	0	1	0	1	0
Lady Grey	0	0	0	0	0	0	0	0
Lady s navel	1	0	0	0	0	0	0	0
Ladyfinger	0	1	0	0	0	0	1	0
Laffa	0	0	0	0	0	0	1	0
Lagana	0	0	0	0	0	0	1	0
Lagane e ceci	0	0	0	0	0	0	1	0
Laghman	0	0	0	0	0	0	1	0
Lahang	0	0	0	0	0	0	0	0
Lahmacun	0	0	0	0	0	0	1	0
Lahoh	0	0	0	0	0	0	1	0
Lahpet	0	0	1	0	0	1	0	0
Lai fun	0	0	0	0	0	0	1	0
Laing	0	0	1	1	0	0	0	0
Lakerda	0	0	1	0	0	0	0	0
Lakhamari	1	0	0	0	1	0	1	0
Laklak	0	0	0	0	0	0	1	0
Lakror	0	1	0	0	0	0	1	0
Laksa	1	1	1	1	0	0	0	0
Laksamana mengamuk	0	0	1	0	0	0	0	0
Lakso	0	1	1	1	0	0	0	0
Lalab	0	0	0	0	0	0	0	0
Lalanga	0	0	0	0	0	0	1	0
Lamaw	0	0	0	0	0	0	0	0
Lamban	0	0	0	0	0	0	0	0
Lamian	0	0	0	0	0	0	1	0
Lamington	1	1	0	0	0	0	1	0
Lamprais	0	1	1	0	0	0	0	0
Lancashire hotpot	0	0	0	0	0	0	0	0
Landang	0	0	1	1	0	0	0	0
Lane cake	1	1	0	0	1	0	1	0
Lángos	0	0	0	0	0	0	1	0
Lanterne	0	0	1	0	0	0	1	0
Lanttusupikas	1	0	0	0	0	0	0	0
Lanzhou beefnoodles	0	0	0	0	0	0	1	1
Lao Gan Ma	0	0	0	0	0	1	0	1
Laobing	0	0	0	0	0	0	1	0
Lâpa	0	0	0	0	0	0	1	0
Laplap	0	0	0	0	0	0	0	0
Larb	0	0	1	0	0	0	0	0
Lard na	0	0	0	0	0	0	0	1
Lardy cake	0	0	0	0	0	0	1	0
Lasagna	1	1	0	0	0	0	1	0
Läskisoosi	0	0	0	0	0	0	0	0
Lassi	1	0	0	0	0	0	0	0
Latiao	0	0	0	0	0	0	1	0
Latik	1	0	0	0	0	0	0	0
Latiya	1	0	0	0	0	0	0	0
Latke	0	1	0	0	0	0	1	0
Latte	1	0	0	0	0	0	0	0
Lattice	0	0	0	0	0	0	1	0
Laufabrauð	0	0	0	0	0	0	1	0
Lauya	0	0	1	0	0	0	0	0
Lavariya	0	0	0	0	0	0	1	0
Lawar	0	0	1	1	0	0	0	0
Lay s Wow chips	0	0	0	0	0	0	0	0
Layer cake	1	1	0	0	0	0	1	0
Layered rye bread	0	1	0	0	0	0	1	0
Lazarakia	0	0	0	0	0	0	1	0
Laziji	0	0	0	0	0	0	0	0
Lebanon bologna	0	0	0	0	0	0	0	0
Leben	1	0	0	0	0	0	0	0
Leberkäse	0	0	0	0	0	0	0	0
Leberknödel	0	1	0	0	0	0	1	0
Lebkuchen	0	0	0	0	1	0	1	0
Leblebi	0	0	0	0	0	0	0	0
Lechazo	0	0	0	0	0	0	0	0
Leche asada	1	1	0	0	0	0	0	0
Leche frita	1	1	0	0	0	0	1	0
Lechon kawali	0	0	0	0	0	0	0	1
Lechon manok	0	0	0	0	0	0	0	1
Lecsó	0	0	0	0	0	0	0	0
Leek soup	1	0	0	0	0	0	0	0
Lefse	1	0	0	0	0	0	1	0
Leipziger Lerche	0	0	0	0	1	0	1	0
Le̍k-tāu-phòng	0	0	0	0	0	0	0	1
Lekach	0	1	0	0	1	0	1	0
Lekor	0	0	1	0	0	0	0	0
Lemang	0	0	0	0	0	0	0	0
Lemon bar	0	1	0	0	0	0	1	0
Lemon chicken	0	0	0	0	0	0	0	0
Lemon delicious pudding	1	1	0	0	0	0	1	0
Lemon drop	0	0	0	0	0	0	0	0
Lemon duck	0	0	0	0	0	0	0	0
Lemon ice box pie	1	1	0	0	0	0	1	0
Lemon meringue pie	1	1	0	0	0	0	0	0
Lemon pepper wings	0	0	0	0	0	0	0	0
Lemon tart	1	1	0	0	0	0	1	0
Lemonhead	0	0	0	0	0	0	0	0
Lemper	0	0	0	0	0	0	0	0
Lengua de gato	0	1	0	0	0	0	1	0
Lengua estofado	0	0	0	0	0	0	0	1
Lentil rice	0	0	0	0	0	0	0	0
Lentil soup	0	0	0	0	0	0	0	0
Lepet	0	0	0	0	0	0	0	0
Lepsi	0	0	0	0	0	0	0	0
Lettuce sandwich	1	0	0	0	0	0	1	0
Levengi	0	0	0	0	1	0	0	0
Lia	0	0	0	0	1	0	0	0
Libje lebje basta	0	0	0	0	0	0	0	0
Licitar	0	1	0	0	0	0	1	0
Lidah	0	0	0	0	1	0	0	0
Liège waffle	0	1	0	0	0	0	1	0
Light Soup	0	0	1	0	0	0	0	0
Lighvan cheese	1	0	0	0	0	0	0	0
Lihapiirakka	1	1	0	0	0	0	1	0
Limoncello	0	0	0	0	0	0	0	0
Limpa	1	0	0	0	0	0	1	0
Linagpang	0	0	0	0	0	0	0	0
Linarang	0	0	1	0	0	0	0	0
Linat-an	0	0	0	0	0	0	0	0
Lincoln biscuit	1	0	0	0	0	0	1	0
Lincolnshire sausage	0	0	0	0	0	0	1	0
Linga	0	1	0	0	0	0	1	0
Lingonberry jam	0	0	0	0	0	0	0	0
Linguine	0	0	0	0	0	0	1	0
Linsen mit Spätzle	0	0	0	0	0	0	1	0
Linzer torte	0	1	0	0	1	0	1	0
Lipie	0	0	0	0	0	0	1	0
Liptauer	1	0	1	0	0	0	0	0
Liquorice	0	0	0	0	0	0	1	0
Liquorice allsorts	0	0	0	0	0	0	1	0
List of almond dishes	1	0	0	0	1	0	0	0
List of sour soups	1	0	0	0	0	0	0	0
Litti	0	0	0	0	0	0	1	0
Liver and onions	0	0	0	0	0	0	1	0
Liver cake	1	1	0	0	0	0	1	0
Liver pâté	1	0	0	0	0	0	0	0
Liver soup	0	0	0	0	0	0	0	0
Liver spread	0	0	0	0	0	0	0	0
Livermush	0	0	0	0	0	0	1	0
Llapingacho	1	0	0	0	0	0	0	0
Lo mai chi	0	0	0	0	0	0	1	0
Lo mai gai	0	0	1	0	0	0	1	0
Lo mein	0	1	1	0	0	0	1	1
Ló͘-bah-pn̄g	0	0	0	0	0	0	0	1
Loaded fries	1	0	0	0	0	0	1	0
Lobiani	0	0	0	0	0	0	1	0
Lobio	0	0	0	0	1	0	0	0
Lobscouse	0	0	0	0	0	0	1	0
Lobster Newberg	1	1	1	1	0	0	0	0
Lobster roll	0	0	1	1	0	0	1	0
Lobster stew	1	0	0	1	0	0	1	0
Lobster Thermidor	1	1	1	1	0	0	0	0
Locho	0	0	0	0	0	0	1	0
Loco moco	0	1	0	0	0	0	0	0
Locrio	0	0	1	0	0	0	0	0
Locro	0	0	0	0	0	0	0	0
Lofenalac	1	0	0	0	0	0	0	1
Lohikeitto	1	0	1	0	0	0	0	0
Lokma	0	0	0	0	0	0	1	0
Lokot-lokot	0	0	0	0	0	0	1	0
Lokshen	0	1	0	0	0	0	1	0
Lokshen mit kaese	1	0	0	0	0	0	1	0
Lollipop	0	1	0	0	0	0	1	0
Lolly cake	1	0	0	0	0	0	1	0
Lolly Gobble Bliss Bombs	1	0	0	0	0	0	1	0
Lomi	0	1	1	1	0	0	0	0
Lomi oio	0	0	1	0	0	0	0	0
Lomi-lomi salmon	0	0	1	0	0	0	0	0
Lomo a lo pobre	0	1	0	0	0	0	0	0
Lomo saltado	0	0	0	0	0	0	0	1
London bun	1	1	0	0	0	0	1	0
London drops	0	1	0	0	0	0	1	0
Long John	1	1	0	0	0	0	1	0
Longaniza	0	0	0	0	0	0	0	0
Longganisa de Guinobatan	0	0	0	0	0	0	0	1
Lontong	0	0	0	0	0	0	0	0
Lontong balap	0	0	0	0	0	0	0	0
Lontong cap go meh	0	0	1	1	0	0	0	0
Lontong sayur	0	0	0	0	0	0	1	0
Loobia polo	0	0	0	0	0	0	1	0
Lor mee	0	1	1	0	0	0	1	1
Lorighittas	0	0	0	0	0	0	1	0
Lort cha	0	1	0	0	0	0	0	1
Lörtsy	1	0	0	0	0	0	1	0
Lotus leaf bread	0	0	1	0	0	0	1	1
Lotus seed bun	0	0	0	0	0	0	1	0
Lou mei	0	1	0	0	0	0	0	1
Louis dressing	0	0	0	0	0	0	0	0
Louise cake	1	1	0	0	0	0	1	0
Loukaniko	0	0	0	0	0	0	0	0
Love cake	1	1	0	0	1	0	0	0
Lox	0	0	1	0	0	0	0	0
Lucban longganisa	0	0	0	0	0	0	0	0
Luchi	0	0	0	0	0	0	1	0
Lüdagun	0	0	0	0	0	1	0	1
Luganega	0	0	0	0	0	0	0	0
Lugaw	0	0	1	0	0	0	0	0
Lūʻau	0	0	1	0	0	0	0	0
Lukanka	0	0	0	0	0	0	0	0
Lukhmi	0	0	0	0	0	0	1	0
Lula kebab	0	0	0	0	0	0	0	0
Lumlom	0	0	0	0	0	0	0	0
Lumpia goreng	0	1	1	1	0	0	1	1
Lumpia semarang	0	1	1	1	0	0	1	1
Lumpiang gulay	0	0	0	0	0	0	0	0
Lumpiang keso	1	0	0	0	0	0	0	0
Lumpiang Shanghai	0	0	0	0	0	0	1	1
Lumpiang ubod	0	0	1	1	0	0	0	1
Lunch meat	0	0	0	0	0	0	0	0
Lung fung soup	0	1	0	0	0	0	0	1
Lunumiris	0	0	1	0	0	0	0	0
Luosifen	0	0	0	0	0	1	0	0
Lupis	0	0	0	0	0	0	0	0
Luther Burger	1	0	0	0	0	0	1	0
Luzhu huoshao	0	1	0	0	0	0	0	0
Lyangcha	0	0	0	0	0	0	1	0
Lychee pork	0	0	0	0	0	0	0	1
Lye roll	0	0	0	0	0	0	1	0
Lyonnaise potatoes	1	0	0	0	0	0	0	0
Lyutenica	0	0	0	0	0	0	0	0
Lyutika	0	0	0	0	0	0	0	0
Ma amoul	0	0	0	0	1	0	1	0
Maachha bihana	0	0	1	0	0	0	0	0
Macapuno	0	0	0	0	0	0	0	0
Macaron	0	1	0	0	1	0	0	0
Macaroni	1	0	0	0	0	0	1	0
Macaroni and cheese	1	0	0	0	0	0	1	0
Macaroni casserole	1	0	0	0	0	0	1	0
Macaroni Hamin	0	0	0	0	0	0	1	0
Macaroni salad	0	0	0	0	0	0	1	0
Macaroni soup	0	0	0	0	0	0	1	0
Macaroon	0	1	0	0	1	0	0	0
Maccheroni alla molinara	1	0	0	0	0	0	1	0
Macedonia	0	0	0	0	0	0	0	0
Machaca	0	1	0	0	0	0	0	0
Machacado con huevo	0	1	0	0	0	0	0	0
Machas a la parmesana	1	0	0	0	0	0	1	0
Mache	0	0	0	0	0	0	0	0
Machh bhaja	0	0	1	0	0	0	0	0
Machher Jhol	0	0	1	0	0	0	0	0
Maconochie	0	0	0	0	0	0	0	0
Macroom Oatmeal	0	0	0	0	0	0	1	0
Madeira cake	0	1	0	0	0	0	1	0
Madeleine	1	1	0	0	0	0	1	0
Madras curry	0	0	0	0	0	0	0	0
Madumongso	0	0	0	0	0	0	0	0
Maejap-gwa	0	0	0	0	0	0	0	1
Maeun-tang	0	0	1	0	0	0	0	1
Mafaldine	0	0	0	0	0	0	1	0
Mafrum	0	1	0	0	0	0	1	0
Magenbrot	0	0	0	0	1	0	1	0
Mageu	0	0	0	0	0	0	1	0
Maghaz	0	0	0	0	0	0	0	0
Magiritsa	0	1	0	0	0	0	1	0
Magiun of Topoloveni	0	0	0	0	0	0	0	0
Mahdjouba	0	0	0	0	0	0	1	0
Mahleb	0	0	0	0	0	0	0	0
Mahmous	0	0	0	0	0	0	0	0
Mahua	0	0	0	0	0	0	1	0
Mahyawa	0	0	1	0	0	0	0	0
Maids of honour tart	1	1	0	0	1	0	1	0
Maíz con hielo	1	0	0	0	0	0	0	0
Maize flour	0	0	0	0	0	0	0	0
Maja blanca	1	0	0	0	0	0	0	0
Mak-guksu	0	1	0	0	0	0	1	1
Makalo	0	1	0	0	0	0	0	0
Makanek	0	0	0	0	1	0	0	0
Makarony po-flotski	1	0	0	0	0	0	1	0
Makchang	0	0	0	0	0	0	0	1
Makdous	0	0	0	0	1	0	0	0
Makhan Bada	0	0	0	0	0	0	0	0
Makhan malai	1	0	0	0	1	0	0	0
Maki mi	0	0	1	0	0	0	0	1
Makka Poha	0	0	0	0	0	1	0	0
Makki ki roti	0	0	0	0	0	0	1	0
Makówki	0	0	0	0	1	0	1	0
Makroudh	0	0	0	0	0	0	1	0
Mala Hotpot	0	0	1	1	0	0	1	0
Mala Mogodu	0	0	0	0	0	0	0	0
Mala xiang guo	0	0	1	1	0	0	0	1
Malabar	0	0	0	0	1	0	0	0
Malabar matthi curry	0	0	1	0	0	0	0	0
Malakoff	1	1	0	0	0	0	1	0
Malamba	0	0	0	0	0	0	0	0
Malassada	1	1	0	0	0	0	1	0
Malawach	1	0	0	0	0	0	1	0
Malawah	1	0	0	0	0	0	1	0
Malay sponge cake	0	1	0	0	0	0	1	0
Malewa	0	0	0	0	0	0	0	0
Malfouf salad	0	0	0	0	0	0	0	0
Malidzano	0	0	0	0	0	0	0	0
Malloreddus	0	0	0	0	0	0	1	0
Mallow with lamb	0	0	0	0	0	0	0	0
Mallung	0	0	0	0	0	0	0	0
Malpua	1	0	0	0	0	0	1	0
Malsouka	0	1	1	0	0	0	1	0
Malt loaf	0	0	0	0	0	0	1	0
Maltese bread	0	0	0	0	0	0	1	0
Maltose crackers	0	0	0	0	0	0	1	0
Malu Mirisata	0	0	0	0	0	0	0	0
Maluj	1	0	0	0	0	0	0	0
Maluns	1	0	0	0	0	0	1	0
Malva pudding	1	1	0	0	0	0	1	0
Malvern pudding	1	1	0	0	0	0	1	0
Mắm nêm	0	0	1	0	0	0	0	0
Mămăligă	0	0	0	0	0	0	1	0
Mami soup	0	1	0	0	0	0	1	0
Mämmi	0	0	0	0	0	0	1	0
Mamón	0	0	0	0	0	0	0	0
Mamuang kuan	0	0	1	0	1	1	0	0
Mamuang nampla wan	0	0	1	0	1	1	0	0
Manakish	0	0	0	0	0	0	1	0
Manapua	0	0	0	0	0	0	1	0
Manchamanteles	0	0	0	0	0	0	0	0
Manchester tart	1	1	0	0	0	0	1	0
Manchet	0	0	0	0	0	0	1	0
Manchow soup	0	0	0	0	0	0	0	1
Manchurian	0	0	0	0	0	0	1	1
Manda pitha	0	0	0	0	0	0	1	0
Manda roti	0	0	0	0	0	0	1	0
Mandarin roll	0	0	0	0	0	0	0	1
Mandazi	1	0	0	0	0	0	1	0
Mandelbrot	0	1	0	0	1	0	1	0
Mandelkubb	0	0	0	0	1	0	1	0
Mandi	1	0	0	0	1	0	0	0
Mandoca	1	0	0	0	0	0	1	0
Mandu	0	1	0	0	0	0	1	1
Mandu-guk	0	1	0	0	0	0	1	0
Mandu-gwa	0	1	0	0	0	0	1	1
Mané pelado	0	0	0	0	0	0	0	0
Mangalore bajji	1	0	0	0	0	0	1	0
Mangalore buns	1	0	0	0	0	0	1	0
Mangalorean Chicken Sukka	0	0	0	0	0	0	0	0
Mango cake	1	1	0	0	0	0	1	0
Mango float	1	0	0	0	0	0	0	0
Mango pomelo sago	0	0	0	0	0	0	0	0
Mango pudding	1	0	0	0	0	0	0	0
Mango shaved ice	1	0	0	0	0	0	0	0
Mango sticky rice	0	0	0	0	0	0	0	0
Mangú	0	0	0	0	0	0	0	0
Manitoba flour	0	0	0	0	0	0	1	0
Manjar blanco	1	0	0	0	0	0	0	0
Manjar branco	1	0	0	0	0	0	0	0
Manjū	0	0	0	0	0	0	1	0
Mannish water	0	0	0	0	0	0	0	0
Manteca colorá	0	0	0	0	0	0	0	0
Mantecada	1	1	0	0	0	0	1	0
Manti	1	0	0	0	0	0	1	0
Mantou	0	0	0	0	0	0	1	0
Manwich	0	0	0	0	0	0	0	0
Mao tofu	0	0	0	0	0	0	0	0
Maple bacon donut	0	0	0	0	0	0	1	0
Maple butter	1	0	0	0	0	0	0	0
Maple leaf cream cookie	0	0	0	0	0	0	1	1
Maple liqueur	0	0	0	0	0	0	0	0
Maple sugar	0	0	0	0	0	0	0	0
Maple syrup	0	0	0	0	0	0	0	0
Maple taffy	0	0	0	0	0	0	0	0
Mapo tofu	0	0	0	0	0	0	0	1
Maqluba	0	0	0	0	0	0	0	0
Maraca pie	1	1	0	0	0	0	1	0
Marañuela	0	1	0	0	0	0	1	0
Maraq	0	0	0	0	0	0	0	0
Marble cake	1	1	0	0	0	0	1	0
Margarine	0	0	0	0	0	0	0	0
Marghi special	1	0	0	0	0	0	0	0
Marie biscuit	0	0	0	0	0	0	1	0
Marie Rose sauce	0	0	0	0	0	0	0	0
Marillenknödel	0	1	0	0	0	0	1	0
Marinara sauce	0	0	0	0	0	0	0	0
Markook	0	0	0	0	0	0	1	0
Marmalade	0	0	0	0	0	0	0	0
Marquesita	1	0	0	0	0	0	1	0
Marraqueta	0	0	0	0	0	0	1	0
Marron glacé	0	0	0	0	1	0	0	0
Marrow	0	0	0	0	0	0	0	0
Mars bar	1	1	0	0	0	0	0	1
Marshmallow	0	0	0	0	0	0	0	0
Marshmallow creme	0	1	0	0	0	0	0	0
Marsipankake	0	1	0	0	1	0	1	0
Marunchinos	1	0	0	0	0	0	0	0
Marzipan	0	1	0	0	1	0	0	0
Mas huni	0	0	1	0	0	0	0	0
Mas riha	0	0	1	0	0	0	0	0
Masa	0	0	0	0	0	0	1	0
Masa podrida	0	0	0	0	0	0	0	0
Masak lemak lada api	0	0	0	0	0	0	0	0
Masakat	1	0	0	0	0	0	0	0
Masala chai	1	0	0	0	0	0	0	0
Masala dosa	0	0	0	0	0	0	1	0
Masala omelette	0	1	0	0	0	0	0	0
Masala puri	0	0	0	0	0	0	1	0
Masan	0	0	0	0	0	0	1	0
Masareal	0	0	0	0	0	1	0	0
Masgouf	0	0	1	0	0	0	0	0
Mashed carrot	1	0	0	0	0	0	0	0
Mashed potato	1	0	0	0	0	0	0	0
Masi	0	0	0	0	0	0	0	0
Masmouta salad	0	0	0	0	0	0	0	0
Masoob	0	0	0	0	1	0	1	0
Massaman curry	0	0	1	0	1	1	0	0
Mässmogge	0	0	0	0	0	0	0	0
Mastava	1	0	0	0	0	0	0	0
Matapa	0	0	0	0	0	1	0	0
Matar paneer	1	0	0	0	1	0	0	0
Mataz	0	0	0	0	0	0	0	0
Matbucha	0	0	0	0	0	0	0	0
Matelote	0	0	1	0	0	0	1	0
Mathri	0	0	0	0	0	0	1	0
Mathura peda	1	0	0	0	0	0	0	0
Matnakash	0	0	0	0	0	0	1	0
Mató de Pedralbes	1	0	0	0	1	0	0	0
Mattha	1	0	0	0	0	0	0	0
Matzah	0	0	0	0	0	0	1	0
Matzah ball	0	1	0	0	0	0	1	0
Matzah brei	0	1	0	0	0	0	1	0
Matzo lasagna	1	1	0	0	0	0	1	0
Matzoon	1	0	0	0	0	0	0	0
Matzoquiles	1	0	0	0	0	0	1	0
Maultasche	0	1	0	0	0	0	1	0
Mawlid sweets	0	0	0	0	1	0	1	0
Maxwell Street Polish	0	0	0	0	0	0	1	0
Mayfair salad dressing	0	0	0	0	0	0	0	0
Mayonnaise	0	1	0	0	0	0	0	0
Maypo	0	0	0	0	0	0	0	0
Mazagran	0	0	0	0	0	0	0	0
Mazalika	0	0	0	0	0	0	1	0
Mazamorra	1	0	0	0	0	0	0	0
Mazurek	0	1	0	0	1	0	1	0
Mazzarelle	1	1	0	0	0	0	1	0
Mbeju	1	0	0	0	0	0	0	0
Mbesses	0	0	0	0	1	0	1	0
McFlurry	1	0	0	0	0	0	1	0
Mchawcha	0	0	0	0	0	0	0	0
Mealie bread	1	1	0	0	0	0	1	0
Meat and potato pie	0	0	0	0	0	0	1	0
Meat floss	0	0	0	0	0	0	0	1
Meat jun	0	1	0	0	0	0	1	1
Meat pie	0	0	0	0	0	0	1	0
Meat pie	0	0	0	0	0	0	1	0
Meatball sandwich	1	1	0	0	0	0	1	0
Meatball soup	0	0	0	0	0	0	0	0
Mechado	0	0	0	0	0	0	0	1
Mechouia salad	0	0	0	0	0	0	0	0
Medianoche	1	0	0	0	0	0	1	0
Međimurska gibanica	1	0	0	0	1	0	1	0
Medivnyk	0	1	0	0	0	0	1	0
Medovik	1	1	0	0	0	0	1	0
Medu vada	0	0	0	0	0	0	1	0
Mee bandung	0	1	1	1	0	0	1	0
Mee goreng	0	1	0	0	0	0	1	1
Mee ka tee	0	1	1	1	0	0	0	0
Mee kolo	0	0	0	0	0	0	1	1
Mee pok	0	1	1	0	0	0	1	1
Mee rebus	0	1	0	0	0	0	1	0
Mee siam	0	1	1	0	1	0	0	0
Mee siput	0	0	0	0	0	0	1	0
Mee tauhu	0	1	0	0	0	0	1	1
Meeshay	0	0	0	0	0	0	1	0
Meghli	0	0	0	0	1	0	0	0
Megono	0	0	0	0	0	0	0	0
Mein gon	0	0	0	0	0	0	1	1
Meju	0	0	0	0	0	0	0	1
Mekitsa	0	0	0	0	0	0	1	0
Mekupelet	0	1	0	0	0	0	1	0
Melba toast	0	0	0	0	0	0	1	0
Melktert	1	1	0	0	0	0	1	0
Melomakarono	0	0	0	0	1	0	1	0
Melon soup	0	0	0	0	0	0	0	0
Melona	1	0	0	0	0	0	0	0
Melonpan	1	1	0	0	0	0	1	0
Melt sandwich	1	0	0	0	0	0	1	0
Memela	1	0	0	0	0	0	1	0
Memil-buchimgae	0	0	0	0	0	0	1	1
Memil-muk	0	0	0	0	0	0	1	0
Menchi-katsu	0	1	0	0	0	0	1	0
Mendiant	0	0	0	0	1	0	0	0
Mendoan	0	0	0	0	0	0	1	0
Menemen	0	1	0	0	0	0	0	0
Menudo	0	0	0	0	0	0	0	0
Menzi	0	0	0	0	0	0	0	0
Mera Pitha	0	0	0	0	0	0	1	0
Mercimek köftesi	0	0	0	0	0	0	1	0
Merguez	0	0	0	0	0	0	0	0
Meringue	0	1	0	0	0	0	0	0
Mesclun	0	0	0	0	0	0	0	0
Meso  z tiblice	0	0	0	0	0	0	0	0
Mettwurst	0	0	0	0	0	0	0	0
Metworst	0	0	0	0	0	0	0	0
Meunière sauce	1	0	0	0	0	0	0	0
Mexican Pizza	1	0	0	0	0	0	1	0
Mexican rice	0	0	0	0	0	0	0	0
Meze	1	0	1	0	0	0	1	0
Mfarakeh	0	0	0	0	0	0	0	0
Mi krop	0	1	1	0	0	1	0	1
Mì Quảng	0	1	1	1	0	1	0	0
Miang kham	0	0	1	1	1	1	0	0
Miangnoodles	0	0	1	1	0	1	1	0
Michetta	0	0	0	0	0	0	1	0
Michigan hot dog	0	0	0	0	0	0	1	0
Michigan salad	1	0	0	0	1	0	0	0
Midget Gems	0	0	0	0	0	0	0	0
Mie aceh	0	0	1	1	0	0	1	0
Mie ayam	0	0	0	0	0	0	1	1
Mie bakso	0	0	0	0	0	0	1	0
Mie cakalang	0	0	1	0	0	0	1	1
Mie caluk	0	0	1	1	0	0	1	0
Mie celor	0	1	1	1	0	0	1	0
Mie combor	0	1	1	1	0	0	1	0
Mie gomak	0	1	0	0	0	0	1	1
Mie goreng	0	1	0	1	0	0	1	1
Mie jawa	0	1	0	0	0	0	1	0
Mie kangkung	0	0	0	1	0	0	0	1
Mie kering	0	0	0	0	0	0	1	1
Mie koclok	0	1	0	0	0	0	1	0
Mie kocok	0	1	0	0	0	0	1	0
Mie kopyok	0	0	0	0	0	0	1	1
Mie lethek	0	0	0	0	1	0	0	0
Miel luxembourgeois de marque nationale	0	0	0	0	0	0	0	0
Mielie meal	0	0	0	0	0	0	1	0
Mieum	0	0	0	0	0	0	0	1
Migan	0	0	0	0	0	0	0	0
Migas	0	1	0	0	0	0	1	0
Miguelitos	1	0	0	0	0	0	1	0
Mikado cake	1	1	0	0	0	0	1	0
Mike and Ike	0	0	0	0	0	0	0	0
Milcao	0	0	0	0	0	0	0	0
Mild sauce	0	0	0	0	0	0	0	0
